nu,n,D,test_mse,interval
5.0,500,32,0.17318737506866455,2.112302541732788
5.0,500,64,0.049395620822906494,0.9266760349273682
5.0,500,96,0.2903558313846588,2.2714505195617676
5.0,500,128,0.0331762470304966,0.9684863090515137
5.0,500,160,0.15162864327430725,1.7395236492156982
5.0,500,192,0.5545624494552612,3.608635425567627
5.0,500,224,0.14139306545257568,1.677917718887329
5.0,500,256,0.03298470377922058,0.6629085540771484
5.0,500,288,0.06266230344772339,1.081655502319336
5.0,500,320,0.2020433396100998,1.7963086366653442
5.0,500,352,0.2516985535621643,1.98708176612854
5.0,500,384,0.1944544017314911,1.9913420677185059
5.0,500,416,0.11181570589542389,1.6227681636810303
5.0,500,448,0.1731206774711609,1.8705129623413086
5.0,500,480,0.2391720861196518,1.9487402439117432
5.0,500,512,0.29717135429382324,2.1141281127929688
5.0,1000,32,0.1855486035346985,2.0529282093048096
5.0,1000,64,0.19190871715545654,1.6485744714736938
5.0,1000,96,0.2954261004924774,2.2293972969055176
5.0,1000,128,0.08241776376962662,1.1733484268188477
5.0,1000,160,0.5506626963615417,3.458653688430786
5.0,1000,192,0.37722429633140564,2.5384349822998047
5.0,1000,224,0.17831359803676605,1.6905722618103027
5.0,1000,256,0.07117629796266556,1.3894925117492676
5.0,1000,288,0.14030995965003967,1.6910731792449951
5.0,1000,320,0.5508184432983398,3.4477105140686035
5.0,1000,352,0.4156600832939148,2.9802160263061523
5.0,1000,384,0.1376533806324005,1.8144460916519165
5.0,1000,416,0.18113510310649872,1.7414660453796387
5.0,1000,448,0.47269272804260254,2.517493486404419
5.0,1000,480,0.2208881825208664,1.9077425003051758
5.0,1000,512,0.13289840519428253,1.457422137260437
5.0,2000,32,0.14274179935455322,2.0683608055114746
5.0,2000,64,0.10390480607748032,1.3728830814361572
5.0,2000,96,0.4790531098842621,3.515768051147461
5.0,2000,128,0.08380705863237381,1.1090872287750244
5.0,2000,160,0.4522528648376465,2.9631762504577637
5.0,2000,192,0.18242135643959045,1.7561171054840088
5.0,2000,224,0.5584331750869751,3.6594347953796387
5.0,2000,256,0.04863671585917473,0.9262009859085083
5.0,2000,288,0.15664072334766388,1.6772229671478271
5.0,2000,320,0.5907399654388428,3.190847396850586
5.0,2000,352,0.1940249502658844,1.8243141174316406
5.0,2000,384,0.13166503608226776,1.4873275756835938
5.0,2000,416,0.1495492160320282,1.8657655715942383
5.0,2000,448,0.13279740512371063,1.6251261234283447
5.0,2000,480,0.24128186702728271,2.4542880058288574
5.0,2000,512,0.0704386755824089,1.1619733572006226
5.0,4000,32,0.030752725899219513,0.7552688121795654
5.0,4000,64,0.13467413187026978,1.7352395057678223
5.0,4000,96,0.4844437539577484,2.599182605743408
5.0,4000,128,0.03527373820543289,0.8593695163726807
5.0,4000,160,0.5626382827758789,3.2615716457366943
5.0,4000,192,0.09932717680931091,1.2983126640319824
5.0,4000,224,0.0912381187081337,1.3454550504684448
5.0,4000,256,0.06629274040460587,1.253993272781372
5.0,4000,288,0.123675636947155,1.414858102798462
5.0,4000,320,0.5595887303352356,3.671990156173706
5.0,4000,352,0.03595223277807236,0.7962145805358887
5.0,4000,384,0.060724928975105286,1.0977542400360107
5.0,4000,416,0.3770436942577362,2.7139716148376465
5.0,4000,448,0.0750158429145813,1.30476713180542
5.0,4000,480,0.08355049043893814,1.2896814346313477
5.0,4000,512,0.28582891821861267,2.0930867195129395
5.0,6000,32,0.041394006460905075,0.9463533163070679
5.0,6000,64,0.044974856078624725,1.1019184589385986
5.0,6000,96,0.20484723150730133,1.8725504875183105
5.0,6000,128,0.14722660183906555,1.7207140922546387
5.0,6000,160,0.09931165724992752,1.3930814266204834
5.0,6000,192,0.5669438242912292,3.2254137992858887
5.0,6000,224,0.06816070526838303,1.141258716583252
5.0,6000,256,0.006958006881177425,0.42703747749328613
5.0,6000,288,0.07573878765106201,1.209761142730713
5.0,6000,320,0.07685631513595581,1.0521489381790161
5.0,6000,352,0.26558396220207214,2.5494141578674316
5.0,6000,384,0.07260307669639587,1.0754141807556152
5.0,6000,416,0.5722663402557373,3.776502847671509
5.0,6000,448,0.10374213010072708,1.2212729454040527
5.0,6000,480,0.04295983165502548,1.0133907794952393
5.0,6000,512,0.06711799651384354,1.2627599239349365
5.0,8000,32,0.02643256075680256,0.7520549297332764
5.0,8000,64,0.09971893578767776,1.5425453186035156
