nu,n,D,test_mse,interval
20,4000,352,0.04001084342598915,0.8023518323898315
20,4000,384,0.0558566190302372,0.9903414845466614
20,4000,416,0.04306942597031593,0.8440715074539185
20,4000,448,0.04983706399798393,0.9548277854919434
20,4000,480,0.04592171311378479,0.9973138570785522
20,4000,512,0.04169373959302902,0.913932204246521
20,6000,32,0.08999566733837128,1.2612487077713013
20,6000,64,0.0708126425743103,1.1071884632110596
20,6000,96,0.06245574727654457,1.0950679779052734
20,6000,128,0.043313320726156235,0.8345434665679932
20,6000,160,0.04971146211028099,0.9500532150268555
20,6000,192,0.05218636244535446,0.9452917575836182
20,6000,224,0.044971488416194916,0.9300622940063477
20,6000,256,0.08768677711486816,1.257765769958496
20,6000,288,0.04517723619937897,0.9344342350959778
20,6000,320,0.04337093234062195,0.9497640132904053
20,6000,352,0.04578518494963646,0.9384252429008484
20,6000,384,0.05540820211172104,1.0139764547348022
20,6000,416,0.04457740858197212,0.8738877177238464
20,6000,448,0.04435092955827713,0.9306449890136719
20,6000,480,0.04036712646484375,0.855217456817627
20,6000,512,0.051756974309682846,1.001265048980713
20,8000,32,0.07165312021970749,1.1138331890106201
20,8000,64,0.056876007467508316,1.0319911241531372
20,8000,96,0.052644483745098114,1.009116768836975
20,8000,128,0.047734398394823074,0.9755345582962036
20,8000,160,0.03861885890364647,0.8472051620483398
20,8000,192,0.03826224431395531,0.8162031173706055
20,8000,224,0.04919153079390526,0.9413847923278809
20,8000,256,0.040401238948106766,0.8329814672470093
20,8000,288,0.047617942094802856,0.9353218078613281
20,8000,320,0.04257029667496681,0.8581477999687195
20,8000,352,0.04308391734957695,0.8449051380157471
20,8000,384,0.04078176990151405,0.8017340302467346
20,8000,416,0.0426991730928421,0.7861510515213013
20,8000,448,0.04483543336391449,0.8580991625785828
20,8000,480,0.04951918125152588,0.9035530090332031
20,8000,512,0.050077881664037704,0.9301818609237671
30,200,32,0.2625967264175415,2.06314754486084
30,200,64,0.28030648827552795,2.339904546737671
30,200,96,0.18978726863861084,1.7623289823532104
30,200,128,0.26895835995674133,2.1530158519744873
30,200,160,0.28018996119499207,2.4217236042022705
30,200,192,0.24499177932739258,2.020179271697998
30,200,224,0.183486670255661,1.7379858493804932
30,200,256,0.2425747513771057,2.081529378890991
30,200,288,0.18612323701381683,1.7431389093399048
30,200,320,0.24688686430454254,2.117738962173462
30,200,352,0.27750658988952637,2.2520697116851807
30,200,384,0.18370577692985535,1.7457659244537354
30,200,416,0.23460358381271362,2.0771665573120117
30,200,448,0.313366174697876,2.424558162689209
30,200,480,0.2631106674671173,2.2534334659576416
30,200,512,0.2684279978275299,2.2253899574279785
30,500,32,0.16006560623645782,1.792132019996643
30,500,64,0.18709106743335724,1.8738090991973877
30,500,96,0.15177130699157715,1.7679219245910645
30,500,128,0.12409637123346329,1.6384546756744385
30,500,160,0.14253123104572296,1.6251636743545532
30,500,192,0.15472353994846344,1.7283871173858643
30,500,224,0.12468279898166656,1.6258307695388794
30,500,256,0.17308840155601501,1.789407730102539
30,500,288,0.20946450531482697,1.911769986152649
30,500,320,0.14485782384872437,1.782960295677185
30,500,352,0.1651710569858551,1.7125767469406128
30,500,384,0.14686237275600433,1.6640491485595703
30,500,416,0.13515029847621918,1.5081863403320312
30,500,448,0.1271035522222519,1.6535247564315796
30,500,480,0.1199306920170784,1.6003236770629883
30,500,512,0.16957922279834747,1.789353609085083
30,1000,32,0.1488901823759079,1.6959073543548584
30,1000,64,0.13162685930728912,1.5493407249450684
30,1000,96,0.08954917639493942,1.3100969791412354
30,1000,128,0.08454446494579315,1.213545322418213
30,1000,160,0.08178221434354782,1.2247117757797241
30,1000,192,0.09944551438093185,1.336682915687561
30,1000,224,0.08481691032648087,1.295947551727295
30,1000,256,0.12034539133310318,1.4310649633407593
30,1000,288,0.13861672580242157,1.4213426113128662
30,1000,320,0.08105213940143585,1.2291302680969238
30,1000,352,0.0900893434882164,1.2323052883148193
30,1000,384,0.08468914777040482,1.1067891120910645
30,1000,416,0.09537672251462936,1.2812039852142334
30,1000,448,0.0879836156964302,1.2901978492736816
30,1000,480,0.10198931396007538,1.268036961555481
30,1000,512,0.09187803417444229,1.2090497016906738
30,2000,32,0.11792553216218948,1.473260760307312
30,2000,64,0.10749339312314987,1.376570701599121
30,2000,96,0.0724102184176445,1.2011473178863525
30,2000,128,0.0695134624838829,1.0929853916168213
30,2000,160,0.05973348766565323,1.047961711883545
30,2000,192,0.08013032376766205,1.3090810775756836
30,2000,224,0.06649777293205261,1.1335582733154297
30,2000,256,0.0823889896273613,1.1481279134750366
30,2000,288,0.08111953735351562,1.1753602027893066
30,2000,320,0.06695202738046646,1.1648811101913452
30,2000,352,0.07014304399490356,1.1295530796051025
30,2000,384,0.06482589989900589,0.993520975112915
30,2000,416,0.07337678223848343,1.131363868713379
30,2000,448,0.060383882373571396,1.0199475288391113
30,2000,480,0.0559343583881855,1.0270686149597168
30,2000,512,0.06392712891101837,1.0437374114990234
30,4000,32,0.08681207150220871,1.214853048324585
30,4000,64,0.07942405343055725,1.2218420505523682
30,4000,96,0.04759402573108673,0.9255297780036926
30,4000,128,0.0459786057472229,0.8838021159172058
30,4000,160,0.04243247210979462,0.9458103179931641
30,4000,192,0.04071628302335739,0.8690882325172424
30,4000,224,0.042414892464876175,0.8822567462921143
30,4000,256,0.05198686197400093,1.006346344947815
30,4000,288,0.058388061821460724,1.0078238248825073
